S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
224,The Baker's Dozen VANILLA CAKE Cake,THE BAKER'S DOZEN,CAKE,VANILLA CAKE,"Wholewheat Flour (27%), Sunflower Oil,Sugar, Condensed Milk, Apple Cider Vinegar, Baking Powder, Raising Agent (INS 500 (ii)), lodized Salt, Preservatives INS 202,Preservatives INS 282, CONTAINS ADDED ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA CAKE)",100,380,48,6,18,2,0,22,125,2,0,0,0,0,165,,,,
225,The Baker'S Dozen Fresh Orange Cake,THE BAKER'S DOZEN,CAKE,ORANGE CAKE,"Refined Wheat Flour (Maida), Sugar, Orange Juice (21%) ,Water, Sugar, Orange Concentrate (20.40%)^, Orange Pulp (0.5%)^, Vitamin C, Flavour (Natural Flavouring Substances), Sunflower Oil, Condensed Milk, Apple Cider Vinegar, Orange Peel Candy (1%), Baking Powder, Raising Agent (INS 500 (ii)), lodized Salt, Preservatives INS 202,Preservatives INS 282.",100,358,55,5,13,2,0,32,135,2,0,0,0,0,175,,,,
226,Britannia Gobbles Bar Cake - Fruity Fun,BRITANNIA,CAKE,CAKE,"Refined Wheat Flour (Maida), Egg, Sugar, Vanaspati, Fruit Products (7.4%),Glazed Fruits Papaya Cuts,Glazed Fruits Preservative (202), Colours 124,Colours 110, Orange Pulp, Interesterified Vegetable Fat, Humectant (422), Refined Palmolein Oil, Liquid Glucose, Dextrose, High Maltose Syrup, Fructooligosaccharides, Cake Gel,Emulsifiers 471,Emulsifiers 477,Emulsifiers470(i), Humectants 1520,Humectants 422), Edible Maize Starch, Wheat Starch, Raising Agents (341(i),Raising Agents 500(ii),Raising Agents 450(vii),Raising Agents 450(i), Nature Identical, Artificial (Mixed Fruit, Creamy VANILLA CAKE) Flavouring Substances, lodised Salt, Invert Sugar Syrup, Preservatives 202,Preservatives 282, Acidity Regulator (330), Baking Powder, Emulsifier (475), Stabilizer (415), Colour (102).",100,450,59,5.7,17.3,9,0,30.1,252.6,0,81.7,0,0,0,30,,,,
227,The Baker's Dozen Banana Bread 100% Wholewheat,THE BAKER'S DOZEN,CAKE,BANANA BREAD,"Sugar, Wholewheat Flour (18%), Bananas (18%), Sunflower Oil, Whole Egg Powder, Banana Powder (2%), Raising Agent (INS 500 (ii)), Preservatives INS 202,Preservatives INS 282",100,393,44,7,21,4,0,21,70,4,0,0,0,0,175,,,,
228,The Baker's Dozen Wholewheat Banana Walnut Cake,THE BAKER'S DOZEN,CAKE,BANANAWALNUT CAKE,"Sugar, Banana (19%), Sunflower Oil, Wholewheat Flour (Atta) (14%), Walnuts (13%), Whole Egg Powder, Banana Powder (2%), Raising Agent (INS500()), Preservative INS202,Preservative INS282.",100,448,43,9,27,2,0,22,60,3,0,0,0,0,190,,,,
229,Britannia Fudge It Chocolate Brownie (With Egg),BRITANNIA,CAKE,BROWNIE,"SUGAR, REFINED WHEAT FLOUR (MAIDA), REFINED PALMOLEIN OIL, EGGS, CHOCO CALLETS (10%),SUGAR, HYDROGENATED VEGETABLE FAT, COCOA SOLIDS, EMULSIFIER (491), DEXTROSE, EMULSIFIER (322(i)), NATURAL FLAVOURING SUBSTANCES, MILK CHOCOLATE CHIPS (8%) , COCOA BUTTER, MILK SOLIDS, COCOA SOLIDS, DEXTROSE, EMULSIFIER (322(i)), NATURAL FLAVOURING SUBSTANCES, COCOA SOLIDS (2%), HIGH MALTOSE SYRUP, LIQUID GLUCOSE, IODISED SALT,BROWNIE MAGNUM, VANILLA CAKE FLAVOURING SUBSTANCES, COLOUR (150d), EMULSIFIER (471), PRESERVATIVES 202,PRESERVATIVES 282, STABILIZER (415), BAKING POWDER,ACIDITY REGULATOR (330).",100,470,58.5,5,24,13,0,40.8,174,0,44.5,0,0,0,90,,,,
230,Winkies Fruit Cake Slice,WINKIES,CAKE,FRUIT CAKE,"REFINED WHEAT FLOUR (MAIDA), EGGS, SUGAR, BAKERY SHORTENING, WATER, PALM OIL, FRUIT CUTS (6%), HUMECTANTS INS 422,HUMECTANTS INS 420, LIQUID GLUCOSE, MIXED FRUIT JAM, MILK SOLIDS, INVERT SYRUP, CAKE GEL INS 471, CAKE GEL INS 477, CAKE GEL INS 1520,CAKE GEL  INS 420,CAKE GEL INS 412, RAISING AGENT [INS 500(ii)], BAKING POWDER, EDIBLE COMMON SALT, PRESERVATIVES INS 282,PRESERVATIVES  INS 200, ACIDITY REGULATOR (INS 260), STABILIZER INS 412,STABILIZER  INS 415, EMULSIFIERS INS 471,EMULSIFIERS INS 477, EMULSIFIERS INS 322, NATURAL FLAVOUR (LEMON), NATURE-IDENTICAL FLAVOUR (ORANGE) AND ARTIFICIAL FLAVOUR (VANILLA CAKE)",100,425.7,53.9,6.2,20.5,12.1,0.1,34.6,186.9,0,107.2,0,0,0,30,,,,
231,Britannia Gobbles Marble Red Velvet Cake,BRITANNIA,CAKE,CAKE,"REFINED WHEAT FLOUR MAIDA, SUGAR, EGGS, REFINED VEGETABLE FAT CIINTERESTERIFIED VEGETABLE FAT, SESAME OIL, EMULSIFIER (471), ANTIOXIDANT (319) & VITAMIN AJ, HUAIECTANTS [422, 420(II)], REFINER PALMOLEIN OIL, HIGH MALTOSE SYRUP, LIQUID GLUCOSE, EDIBLE MAIZE STARCH, CAKE GEL (EMULSIFIERS AND STABILIZERS (471 & 477) AND HUMECTANT [420(II)]), RAISING AGENTS (341(1), 500(II), 450(1)), CAKE MIX [COLOUR (162), EMULSIFIER (471)), IODISED SALT, INVERT SUGAR SYRUP, NATURE IDENTICAL & ARTIFICIAL (VANILLA CAKE, CHEESE) FLAVOURING SUBSTANCES, COCOA SOLIDS (0.3%), PRESERVATIVES (202, 200, 282), BAKING POWDER, ACIDITY REGULATOR (330). STABILIZER (415), COLOURS(129, 122, 124)",110,414,54.4,0,17.2,8.8,0,20,235,0,0,0,0,0,30,,,,
232,Winkies Swiss Roll Chocolate,WINKIES,CAKE,SWISS ROLL,"Refined Wheat Flour, Sugar, Eggs, Water, Liquid Glucose, Humectants, Cocoa Solids, Cake Gel, Palmolein Oil, Milk Solids, Emulsifiers, Natural Food Colour, Raising Agent, Edible Common Salt, Acidity Regulator, Preservatives, Artificial Flavour, Starch, Stabilizer, Liquid Glucose, Bakery Shortening, Margarine, Dextrose, Invert Syrup",100,407.83,59.1,6.75,15.91,4.21,0.09,28.81,103.66,0,0,0,0,0,100,,,,
233,Modern Pineapple Pop Cake,MODERN,CAKE,CAKE,"Sugar, Refined Wheat Flour (Maida), Eggs, Edible Vegetable Fat (Margarine), Edible Vegetable Oil (Sunflower Oil), Glazed Fruit cuts (520/0) (Papaya, sugar, Acidity Regulator (330), Preservative (211), CONTAINS PERMITTED SYNTHETIC FOOD COLOR (102), Pineapple Cuts (0.4%)), Humectants (422, 420(ii)), Maize Starch, Cake Mix [Thickener (1414), Emulsifier (471), Raising Agents (500(li), 450(1)), Stabilizer (415)], Cake Gel [Emulsifiers (471, 477, 470(i)) and Humectants (420(ii), 422)], Liquid Glucose, Invert syrup, Acidity Regulators (341(1), 330), Preservatives (282, 200), Baking Powder, Raising Agent (500(ii)) and lodized Salt",100,407,53,5,19.5,8.5,0,27.65,91.5,0,0,0,0,0,35,,,,
234,Cadbury Chocobakes ChocLayered Cakes,OREO,CAKE,CAKE,"Cake (45%) - Refined Wheat Flour (Maida), Sugar, Humectants (420 (ii), 422, 1520), Palm Olein, Líquid Glucose, Milk Solids, Cocoa Solids, Starch, Emulsifiers (322, 475, 471, 491), Raising Agent (500(1),450), 341(1)), lodised Salt, Flavours (Natural Flavour, Nature Identical Flavouring Substances), Preservative (202), Stabilizer (415)); Chocolayer (29%) - Sugar, Hydrogenated Vegetable Oils, Milk Solids, Cocoa Solids, Emulsifiers (442,476)), Flavours (Nature Identical, Artificial (VANILLA CAKE and Caramel) Flavouring Substances); Filling (26%*) -(Sugar, Fractionated Fat, Liquid Glucose, Humectant (422, 1520), Water, Emulsifiers (322, 475, 471, 491), Cocoa Solids, Flavours (Natural flavour, Nature Identical Flavouring Substances), lodised Salt, Preservative (202)). Allergen Information: Contains Milk, Wheat, Sulphites and Soy.",100,466,64.2,3.8,21.9,14.1,0,40.3,203,0,4,0,0,0,90,,,,
235,The Baker'S Dozen Zero Maida Donut Cake,THE BAKER'S DOZEN,CAKE,DONUT CAKE,"Wheat Flour (Atta), Unrefined Cane Sugar, Sunflower Oil, Vegetable Fat (Coconut), Milk Solids, Maize Starch, Glycerine, Cocoa Powder, Salt, Liquid Glucose, Dextrose, Emulsifiers, Stabilizers, Raising Agents, Baking Powder, Humectant, Thickener, Acidity Regulator, Enzyme, Firming Agent, Preservatives, Chocolate, and VANILLA CAKE Flavouring Substances",100,462,57,6,23,4,0,22,165,2,0,0,0,0,30,,,,
236,Bauli Moonfils Croissants Choco Cream (Egg),BAULI,CAKE,CROISSANTS,"Croissant (-74%)-Refined Wheat Flour (Maida), Water, Partially Hydrogenated Oil, Refined Palm Oil, Sugar, Pasteurized Liquid Whole Egg With 30% Sugar (6.0%), Wheat Sourdough, Humectant (INS 420(i))], Bakery Mox (Emulsifier (INS-471), Wheat Gluten, Flour Treatment Agent [INS 11000), 1101(0), Xylanase, Starch, Antioxidant (INS 300)), Yeast, Edible Common Salt, Stabilizer (INS 1422), Milk Solids, Wheat Sourdough Powder, Emulsifier [INS 472e, 481()), Preservatives (INS 282), Wheat Gluten, Enzyme Xylanase, Flavour (Nature Identical and Artificial Flavoring Substances - VANILLA CAKE, Butter) ,Glucose Fructose Syrup, Sugar, Water, Refined Palm Oil, Cocoa Solids (5.3%), Milk Solids (4.8%), Partially Hydrogenated Oil, Thickeners (INS 1422, 1414, 440), Preservative (INS 202) Acidity Regulator (INS 330), Edible Common Salt, Firming Agent (INS 509), Flavour (Nature Identical and Artificial Flavoring Substances - Chocolate)",100,398,54.5,6.9,17.6,11.1,<0.1,21,213.3,0,13.5,0,0,0,25,,,,
237,UNIBIC Fruit N' Nut Cake,UNIBIC,CAKE,CAKE,"Egg, Sugar, Edible Vegetable Oil (Palm), Refined Wheat Flour(Maida), VANILLA CAKE Concentrate [Sugar, Refined Wheat Flour(Maida), Edible Vegetable Oil, Thickeners (INS 1414, INS 1442), Humectant (INS 420), Raising Agents (INS 500, INS 341), Leavening Agent (INS 500 ii), Emulsifier, Stabilizers (INS 471, INS 477, INS 415, INS 466), Acidity Regulator (INS 330), lodized Salt, Preservatives (INS 282, INS 202), Food Colour (INS 150c)], Raisins(5%), Cashew(2%), Humectant (INS 420 i), Glycerine (INS 422), Milk Solids, Cake Gel(Water, Emulsifiers (INS 471, INS 477, INS 470), Humectants (INS 1520, INS 422)], Colour (INS 150), Leavening Agent (INS 500 ii), Natural, Nature Identical and Artificial Flavouring Substances (VANILLA CAKE), Preservatives (INS 282, INS 202).",100,450,49.3,6.4,24.6,11.1,0,26.4,426.1,3,58,0,0,0,75,,,,
238,Modern Fruit N Nut Cake,MODERN,CAKE,CAKE,"Refined Wheat Flour (Maida), Sugat, Egg, Hydrogenated Vegetable Fat. Candied Fruits & Vegetables (6.57%) (Sugar, Papaya, Ginger, Orange peel, Acidity Regulator (330), Food Colour (129), Preservatives (202, 224, 211)), Dry Fruits Mix (6.4%) [Raisin (4.9%), Dates (0.8%), Cashew (0.7%)), Cashew Nuts (3.2%), Refined Sunflower Oil, Humectants (422, 420(0), Cake Concentrate Mix [Thickener (1414), Emulsifier (471). Raising Agents (500(1), 450(0), Stabilizers (415, 412)), Jam (1.2%) (Gelling Agent (440) Acidity Regulator C296), Preservatives (211,282), Food Colour (122), Nature Identical Flavouring Substances). Food Colors (150a, 150d), Liquid Glucose, Invert Sugar, Cake Gel [Emulsifiers (477, 470(1), 471), Humectants (420(i)), Acidity Regulator (525)), Nature Identical Flavouring Substances, Spices, lodized Salt, Acidity Regulator (330) Preservative (200), Stabilizer (415)",100,401.3,51.9,6.8,18.5,7.4,0.09,24.2,268.2,2.8,44.2,0,0,0,60,,,,
239,UNIBIC Plum Cake,UNIBIC,CAKE,PLUM CAKE,"Candied Fruits & Nuts - {Raisins (7%), Candied Papaya [ Raw Papaya, Sugar, Acidity Regulator (INS 330), Preservative (INS 211)), Grapes, Sugar, Dates, Mixed Fruits [Pear, Pineapple, Papaya, Dehydrated Mango Pulp, Sugar, Acidity Regulator (INS 330) and Peservative (INS 223)], Cashew Nuts, Cherry, Mixed Fruit Jam | Sugar, Mixed Fruit Pulp (Pineapple, Grape), Water, Thickener (INS 440), Acidity Regulator (INS 330), Nature identical Flavouring Substances and Preservative (INS 211)), Oranges, Candied Orange Peel Sugar, Orange Peel, Acidity Regulator (INS 330) and Preservative (INS 224)]. Candied Ginger Peel [Sugar, Ginger Piergs, Acidity Regulator (INS 330) and Preservative (INS 224)), Acidity Regulator (INS 330)), Refined Wheat Flour (Maida), Liquid Egg, Sugar, Edible Vegetable Fat (Interesterified Fat), Edible Vegetable Oil (Sun Flower Oil), Glucose Syrup, Humectant (INS 422), Natural Colour (INS 150a), Cake Improver [Water, Emulsifier (INS 471, INS 477, INS 470), Humectant (INS 422 and INS 1520) and Firming Agent (INS 509)], Humectant (INS 422), Emulsifier (INS 471), Natural, Nature Identical and Artificial Flavouring Substances (VANILLA CAKE, Lemon, Pineapple, Ginger and Milk), Preservative (INS 200 and INS 202), Baking Powder, lodised Salt, Mixed Spices (Cardamom, Cinnamon, Clove, Fennel, Cumin, Nutmeg and Mace), Acidity Regulator (INS 260) and Thickener (INS 466).",100,393.3,58.2,5.5,16.3,8.9,0.2,39.9,143.9,4.1,36.2,0,0,0,190,,,,
240,Winkies Fruit Cake Raisin & Tutti Fruitti,WINKIES,CAKE,FRUIT CAKE,"REFINED WHEAT FLOUR (MAIDA), SUGAR, EGGS, BAKERY SHORTENING, PALM OIL, FRUIT CUTS (6%), WATER, HUMECTANTS (INS 422, INS 420), RAISINS (4%), LIQUID GLUCOSE, MIXED FRUIT JAM, PALMOEIN OIL, CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412), RAISING AGENT [BAKING POWDER AND INS 500(ii)], ARTIFICIAL FLAVOUR (VANILLA CAKE), EDIBLE COMMON SALT, PRESERVATIVES (INS 282, INS 200), ACIDITY REGULATOR (INS 260), EMULSIFIER (INS 471), STABILIZER (INS 412 AND INS 415), NATURE-IDENTICAL AND NATURAL FLAVOUR (ORANGE AND LEMON).",100,423.22,53.09,7.58,20.06,10.84,0.11,25.32,265.31,0,78.29,0,0,0,60,,,,
241,The Baker's Dozen Chocochip Cake No Palm Oil Loaded with Dark Chocolate Chips,THE BAKER'S DOZEN,CAKE,CHOCO CHIP CAKE,"Sugar, Refined Wheat Flour (Maida), Milk,Sunflower Oil, Cocoa Powder (3.2%), Dark Choco Chips (2.9%), Apple Cider Vinegar, Raising Agent (INS 500 (ii), lodized Salt, Preservatives (INS 202, INS 282). CONTAINS ADDED ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA CAKE)",100,340,48,7,13,2,0,31,110,3,0,0,0,0,185,,,,
242,Winkies Novo VANILLA CAKE Cake,WINKIES,CAKE,VANILLA CAKE CAKE,"REFINED WHEAT FLOUR(MAIDA), SUGAR, PALMOLEIN OIL, VANILLA CAKE CONCENTRATE {MILK SOLIDS, LEAVENING AGENTS [INS 500(ii), INS 341(1)], HUMECTANT (INS 422), CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412, INS 202), ARTIFICIAL FLAVOUR (VANILLA CAKE), EDIBLE COMMON SALT, ACIDITY REGULATOR (INS 260) AND PRESERVATIVES (INS 282, INS 200). FILLING (21%): SUGAR, WATER, PALM OIL, MILK SOLIDS (4%), MARGARINE, MODIFIED STARCH (INS 1412, INS 1440, INS 1442), THICKENER [INS 440(i)), ARTIFICIAL COLOUR (INS 171), ARTIFICIAL FLAVOUR (VANILLA CAKE), PRESERVATIVE (INS 202), ACIDITY REGULATOR (INS 330) AND EDIBLE COMMON SALT",100,370.5,59.9,5.5,12,5.8,0.01,24.9,435.2,0,41.2,0,0,0,120,,,,
243,The Baker's Dozen Zero Maida Chocolate Brownie,THE BAKER'S DOZEN,CAKE,BROWNIE,"Wholewheat Flour (20%), Sugar, Dark Choco Chips (15.7%), Butter, Condensed Milk, Milk, Sunflower Oil, Cocoa Powder, VANILLA CAKE Essence, lodized Salt, Raising Agent (INS 500 (ii)), Preservatives (INS 202, INS 282)",100,442,51,7,23,4,0,20,130,0,0,0,0,0,79,,,,
244,Winkies English Tea Cake,WINKIES,CAKE,CAKE,"EGG, SUGAR, REFINED WHEAT FLOUR (MAIDA), BAKERY SHORTENING, BUTTER, HUMACTANT (INS 422, INS 420), WATER, CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412), RAISING AGENT (INS 450, INS 500 (ii), EDIBLE COMMON SALT, PRESERVATIVE (INS 200), ACIDITY REGULATOR (INS 260) AND STABILIZER (INS 415).",100,433.03,46.17,7.39,24.31,0,0,26.5,0,0,0,0,0,0,150,,,,
245,The Baker'S Dozen Choco Chip Muffins,THE BAKER'S DOZEN,CAKE,MUFFINS,"Sugar, Refined Wheat Flour (Maida), Milk,Sunflower Oil, Cocoa Powder (3.2%), Dark Choco Chips (2.9%), Apple Cider Vinegar, Raising Agent (INS 500 (ii)), lodized Salt, Preservatives (INS 202, INS 282). CONTAINS ADDED ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA CAKE)",100,340,48,7,13,2,0,30,110,3,0,0,0,0,169,,,,
246,Bauli Moonfils Croissants Strawberry,BAULI,CAKE,CROISSANTS,"Refned Wheat Flour (Maida), Water, Partially Hydrogenated Oll Sugar, Wheat Sourdough, Refined Palm Oil, Humectant [INS 420(i)), Wheat Gluten, Bakery Mix(E mulsifier (INS471), Wheat Glyten, Flour Treatment Agent [INS 11000), 1101()), Xylanase, Starch, An-Bioxidant (INS 300, Yeast, Emulsifier [INS 471, 477,472(b),470), Humectant (INS 4221, Edible Common Salt, Stabilizer (INS 1422) Milk Solids, Preservative (INS 282), Emulsifier (INS 472e, 481(1) Wheat Sourdough Powder, Enzyme Xylanase, Flavour (Nature identical and Artificial Flavouring Substances-Orange, Butter),Glucose Fructose Syrup, Sugar, Water, Refi-ned Palm Oil, Thickeners (INS 1422, 1414, 440) Strawberry Powder (1.2%), Acidity Regulator (INS 330), Preservative (INS 2021, Edible Common Salt, Firming Agent (INS 509), Black Carrot Extract, Flavour (Nature Identical and Artificial Flavoring Substances-Strawberry",100,394,55.9,6.9,16.7,10.7,<0.1,18.4,194.3,0,<1,0,0,0,25,,,,
247,"Open Secret Heart Shaped Chocolate Almond Brownie, No Maida, Zero Palm Oil",OPEN SECRET,CAKE,BROWNIE,"Skimmed Milk Powder,Jaggery, Cocoa Powder, Almonds, Oligofructose, Cocoa Butter, Butter, Anti-oxidant (E322).",30,86.52,10.3,3.34,5.24,2.93,0,7.29,35.87,1.68,0,0,0,0,55,,,,
248,Havmor Mud Cake Ice Cream Cake,HAVMOR,CAKE,ICECREAM CAKE,"Added Water, Sugar, Milk Solids, Eggless Chocolate Cake (3.6%) (Sugar, Refined Wheat flour (Maida), Milk Solids, Refined Sunflower Oil, Cocoa Solids, Emulsifiers and Stabilizers (INS 475, INS 471, INS 433, INS 477, INS 415, INS 322), Natural Colour (INS 1500), Baking Powder, Raising Agents (INS 450(i)), Dextrose, lodised Salt, Artificial (Chocolate and VANILLA CAKE) Flavouring substances, Preservatives (INS 202, INS 282), Antioxidant (INS 304)), Cocoa Solids (3.4%), Chocolate (2.1%) [Contains Additives - Emulsifiers (INS 322, INS 476), Nature Identical (VANILLA CAKE) Flavouring Substances), Liquid Glucose, Malt Based Food (0.9%) (Contains Additives-Synthetic Food Colour (INS 150c), Emulsifiers (INS 322, INS 471), Raising Agent (INS 500 (ii))), Emulsifier (INS 471, INS 433) and Stabilizers (INS 466, INS 412, INS 407a, INS 410), Artificial (VANILLA CAKE) Flavouring Substances, Synthetic Food Colours (INS 110, INS 102, INS 122, INS 133).",125,293.3,45.1,4.6,10.5,6.2,0.02,37.3,43.7,0,8.2,0,0,0,350,,,,
249,The Belgian Waffle Co Cookie & Cream Waffle Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,"Refined Wheat Flour (Maida), Sugar, Cookies and Cream Flavoured (23%) [Sugar, Edible Vegetable Fat (Hydrogenated), Milk Solids (Cow/Buffalo), Emulsifier (INS 322(i)) of Soya Origin and Nature Identical (Cookies Cream and VANILLA CAKE) Flavouring Substances], Edible Vegetable (Refined Palm Kernel) Oil, Milk Solids, Cocoa Solids, Iodised Salt, Leavening Agents (INS 500(ii), Emulsifier (INS 322(ii)), Nature Identical Flavouring Substances (VANILLA CAKE)",100,468.3,72.2,8.3,16.2,13.5,<0.1,23.5,440.4,0,<1,0,0,0,120,,,,
250,Sunfeast Dark Fantasy Choco Rolls,SUNFEAST,WAFFLE,CHOCO ROLLS,"Crème Filling, Sugar, Refined Palm Oil, Milk Solids, Cocoa Solids, Hazelnut Paste, Emulsifier, Nature Identical Flavouring Substances, Maida, Starch, Refined Palm Kernel Oil, Iodized Salt, Artificial Flavouring Substances",100,479,73,7.1,18.1,9.4,0.1,41.5,79.1,0,2.1,0,0,0,200,,,,
251,Dukes Waffy Chocolate Wafers,DUKES,WAFER,WAFER,"Artificial Flavouring Substances (Chocolate, VANILLA CAKE), Colour (INS150D), Emulsifier (INS322(I)), Flour Treatment Agents (INS1100, INS1101, INS223), Hydrogenated Oils, Maltodextrin, Raising Agent (INS500(II)), Refined Palm Oil, Refined Wheat Flour (Maida), Sugar, Iodised Salt, Cocoa Solids (1.5%)",100,511.4,69.1,4,24.3,12.4,0.1,38.9,77.1,0,0,0,0,0,50,,,,
252,The Belgian Waffle Co Classic Choco Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,"Refined Wheat Flour (Maida), Dark Choco Compound 24%(Sugar, Edible Vegetable Fat(Hydrogenated Oils), Cocoa Solids and Emulsifiers (INS492, INS322(i)), Sugar, Edible Vegetable Oil(Palm kernel oil), Milk Solids, Iodised Salt, Emulsifier (INS 322(ii)), Leavening Agents (Baking Powder), and Nature Identical Flavouring Substances (VANILLA CAKE)",100,474.3,69.3,7.2,18.7,15.5,0,23.6,605,0,1.6,0,0,0,120,,,,
253,Dr. Oetker Kuppies Chocolate Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,"Sugar, Whole Eggs, Refined Soyabean Oil, Refined Wheat Flour (Maida), Water, Humectants (Sorbitol, Glycerol), Cocoa Solids (3.9%), Soya Flour, lodised Salt, Emulsifiers (Mono-and Diglycerides of Fatty Acids. Lecithin), Acidity Regulators (Sodium Acetate, Acetic Acid). Preservatives (Sodium Propionate, Potassium Sorbate). Raising Agent (Ammonium Bicarbonate), Nature-Identical Flavouring Substances. CONTAINS ECC, WHEAT AND SOY.",100,505,49.9,7.9,30.7,6.4,0,23.9,236,0,20.6,0,0,0,99,,,,
254,Nova Nova Waffle Chips- Classic Chocolate Drizzle,NOVA NOVA,WAFFLE,WAFFLE,"Refined Wheat Flour, Milk, Chocolate (Sugar, Hydrogenated Palm Kernel Oil, Cocoa Solids, Emulsifier (E322), Salt), Sugar, Butter, and Raising Agent (E500 ii). Contains Natural and Nature Identical Flavouring Substances (VANILLA CAKE)",100,326.94,56.57,4.9,10,7.27,0,29.8,114.69,1.8,14.29,0,0,0,99,,,,
255,Dukes Waffy Strawberry Roll,DUKES,WAFER,WAFFLE,"Acidity Regulator (INS 296), Colour (INS 124), Dextrose, Emulsifier (INS 322 (I)), Hydrogenated Oils, Iodised Salt, Milk Solids, Refined Palm Kernel Oil, Refined Wheat Flour (Maida), Starch, Strawberry Fruit Powder (0.06%), Nature Identical Flavouring Substance (Strawberry), Sugar",100,450.8,78.5,5.2,12.9,7.3,0.2,50.3,127.1,0,0.8,0,0,0,180,,,,
256,Dr. Oetker Kuppies Strawberry Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,"Refined Soyabean Oil, Whole Eggs, Sugar, Refined Wheat Flour (Maida), Water, Humectants (Sorbitol, Glycerol), Soya Flour, Strawberry Powder (1.5%), Nature-Identical Flavouring Substances, lodised Salt, Emulsifiers (Mono-and Diglycerides of Fatty Acids, Lecithin), Acidity Regulators (Sodium Acetate, Acetic Acid), Preservatives (Sodium Propionate, Potassium Sorbate), Raising Agent (Ammonium Bicarbonate).",100,469,42.4,6.1,30.6,5.7,0,24.6,169.2,0,82.3,0,0,0,99,,,,
257,Nova Nova Best Bite Choco Filled Cones- Belgian Chocolate,NOVA NOVA ,WAFER,WAFER,"Belgian Chocolate Sauce (25%: Sugar, Edible Vegetable Oil (Palm Oil, Palmolein), Milk Solids, Cocoa Solids, Emulsifier (E322), Edible Vegetable Fat (Hydrogenated)), All-purpose Flour, Milk, Milk Chocolate Compound (17%), Sugar, Salted Butter, VANILLA CAKE Essence, Raising Agent (E500 (ii))",100,370,53,7,17,13,0,33,60,3,13,0,0,0,99,,,,
258,Mille Jowar Puffs,MILLE,SNACKS,PUFFSS,"Supergrain Blend (Jowar, Foxtail Millet, Corn, Rice), Rice Bran Oil, Seasoning (Vegetable and Spices, Milk Solids, Natural and Nature Identical Flavours, Acidity Regulators, Potassium Chloride, Rosemary Extract)",100,439.2,61.3,6.7,18.7,3.7,0,3.1,1064.5,3.7,1.2,0,0,0,39,,,,
259,Modern Kitchens Banana Chips Salted,MODERN KITCHENS,SNACKS,BANANACHIPS,"Banana, Refined Vegetable Oil, Iodized Salt, Rock Salt, Turmeric",100,567,57.7,3.24,36,17.8,0,7.2,343,7.6,0,0.01,"Vitamin A (mcg) 0.02,Vitamin C (mcg) 0.03",0.07,120,,,,
260,Let's Try Potato Wafers,LET'S TRY,SNACKS,WAFER,"Potato, Groundnut Oil, Rock Salt (Sendha Namak)",100,583,60,7,35,7.5,0,4.5,700,3,0,0,0,0,60,,,,
261,Lay's American Cream & Onion Potato Chips,LAY'S,SNACKS,POTATOCHIPS,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), Seasoning (Sugar, Iodised Salt, Milk Solids, Spices and Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551))",100,537,53,6.7,33.1,12.5,0.1,3.4,643,0,0,0,0,0,20,,,,
